C�DIGO;C�DIGO �RG�O;ANO M�S;C�DIGO RUBRICA;DESC RUBRICA;N�MERO SEQUENCIAL;VALOR;REND/DESC/TOTAL:
1;57202;199505;99999;TOTAL LIQUIDO;0;8322,76;3
1;57202;199506;71182;ASSOC.PROCURADORES;1;8;2
1;57202;199506;72507;ASSISTENCIA GEAP;3;128,08;2
1;57202;199506;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199506;188;REPR.MENSAL DEC LEI 2333/87 AT;1;524,3;1
1;57202;199506;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199506;73153;ASSOC.NAC.PROCURAD.PREV.SOCIAL;1;41,94;2
1;57202;199506;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199506;71162;PECULIO - FACULT PART;1;155,71;2
1;57202;199506;78;PARC INCORPORADA LEI 6732/79;1;309,06;1
1;57202;199506;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199506;73153;ASSOC.NAC.PROCURAD.PREV.SOCIAL;6;92,39;2
1;57202;199506;1797;MS 950001886-1 VP MP 831 AT;1;85,62;1
1;57202;199506;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199506;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199506;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199506;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199506;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199506;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199506;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199506;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;2
1;57202;199506;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1225,7;2
1;57202;199506;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;1
1;57202;199506;99997;TOTAL BRUTO;0;8379,98;3
1;57202;199506;99998;TOTAL DESCONTO;0;4392,72;3
1;57202;199506;99999;TOTAL LIQUIDO;0;3987,26;3
1;57202;199507;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199507;188;REPR.MENSAL DEC LEI 2333/87 AT;1;524,3;1
1;57202;199507;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199507;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199507;78;PARC INCORPORADA LEI 6732/79;1;309,06;1
1;57202;199507;1797;MS 950001886-1 VP MP 831 AT;1;85,62;1
1;57202;199507;30658;GEAP - PREVIDENCIA;1;147,02;2
1;57202;199507;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199507;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199507;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199507;30065;ANPPREV - MENSALIDADE;2;92,39;2
1;57202;199507;58;PAGAMENTO EXERC. ANTERIOR(ES);6;1340,48;1
1;57202;199507;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199507;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199507;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199507;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199507;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199507;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199507;98002;CONT. PLANO SEGURIDADE SOCIAL;0;929,36;2
1;57202;199507;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;2
1;57202;199507;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1498,91;2
1;57202;199507;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;1
1;57202;199507;99997;TOTAL BRUTO;0;9720,46;3
1;57202;199507;99998;TOTAL DESCONTO;0;4802,02;3
1;57202;199507;99999;TOTAL LIQUIDO;0;4918,44;3
1;57202;199508;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199508;188;REPR.MENSAL DEC LEI 2333/87 AT;1;524,3;1
1;57202;199508;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199508;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199508;78;PARC INCORPORADA LEI 6732/79;1;309,06;1
1;57202;199508;1797;MS 950001886-1 VP MP 831 AT;1;85,62;1
1;57202;199508;30658;GEAP - PREVIDENCIA;1;145,7;2
1;57202;199508;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199508;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199508;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199508;30065;ANPPREV - MENSALIDADE;6;92,39;2
1;57202;199508;31000;GEAP - PLANO SAUDE - PARTIC.;1;22,19;2
1;57202;199508;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199508;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199508;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199508;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199508;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199508;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199508;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199508;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;2
1;57202;199508;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1205,43;2
1;57202;199508;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;1
1;57202;199508;99997;TOTAL BRUTO;0;8379,98;3
1;57202;199508;99998;TOTAL DESCONTO;0;4368,55;3
1;57202;199508;99999;TOTAL LIQUIDO;0;4011,43;3
1;57202;199509;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199509;188;REPR.MENSAL DEC LEI 2333/87 AT;1;524,3;1
1;57202;199509;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199509;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199509;1797;MS 950001886-1 VP MP 831 AT;1;85,62;1
1;57202;199509;30658;GEAP - PREVIDENCIA;1;155,72;2
1;57202;199509;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199509;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199509;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199509;30658;GEAP - PREVIDENCIA;5;10,02;2
1;57202;199509;702;ART 3 LEI 8911/94 - ATIVO;1;309,06;1
1;57202;199509;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199509;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199509;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199509;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199509;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199509;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199509;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199509;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;2
1;57202;199509;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1205,42;2
1;57202;199509;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;1
1;57202;199509;99997;TOTAL BRUTO;0;8379,98;3
1;57202;199509;99998;TOTAL DESCONTO;0;4274,00;3
1;57202;199509;99999;TOTAL LIQUIDO;0;4105,98;3
1;57202;199510;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199510;188;REPR.MENSAL DEC LEI 2333/87 AT;1;524,3;1
1;57202;199510;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199510;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199510;30658;GEAP - PREVIDENCIA;1;155,72;2
1;57202;199510;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199510;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199510;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199510;702;ART 3 LEI 8911/94 - ATIVO;1;309,06;1
1;57202;199510;70202;TELEFONEMAS/TELEX;6;10,07;2
1;57202;199510;30658;GEAP - PREVIDENCIA;5;10,02;2
1;57202;199510;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199510;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199510;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199510;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199510;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199510;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199510;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199510;98002;CONT. PLANO SEGURIDADE SOCIAL;0;758,22;2
1;57202;199510;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;2
1;57202;199510;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1154,08;2
1;57202;199510;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1933,84;1
1;57202;199510;99997;TOTAL BRUTO;0;8294,36;3
1;57202;199510;99998;TOTAL DESCONTO;0;4264,39;3
1;57202;199510;99999;TOTAL LIQUIDO;0;4029,97;3
1;57202;199511;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199511;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199511;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199511;30658;GEAP - PREVIDENCIA;1;155,72;2
1;57202;199511;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199511;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199511;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199511;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199511;70202;TELEFONEMAS/TELEX;6;1,43;2
1;57202;199511;31000;GEAP - PLANO SAUDE - PARTIC.;1;24,6;2
1;57202;199511;719;VANT. ART.5 MP.925/95_- AT;1;524,3;1
1;57202;199511;731;6. DECIMO - MP 1160/95  ATIVO;1;109,21;1
1;57202;199511;727;4. DECIMO - MP 1160/95  ATIVO;1;285,46;1
1;57202;199511;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199511;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199511;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199511;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199511;13;ANUENIO - ART.244, LEI 8112/90;0;20,97;1
1;57202;199511;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199511;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199511;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1908,15;2
1;57202;199511;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1189,77;2
1;57202;199511;177;ADIANT.GRATIF.NATALINA/ATIVO;0;3116,31;2
1;57202;199511;176;GRATIFICACAO NATALINA;0;6446,13;1
1;57202;199511;99003;IRRF - 13  SAL./GRAT.NATALINA;0;1394,19;2
1;57202;199511;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1908,15;1
1;57202;199511;99997;TOTAL BRUTO;0;14800,41;3
1;57202;199511;99998;TOTAL DESCONTO;0;8801,11;3
1;57202;199511;99999;TOTAL LIQUIDO;0;5999,30;3
1;57202;199512;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199512;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199512;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199512;30658;GEAP - PREVIDENCIA;1;155,72;2
1;57202;199512;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199512;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199512;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199512;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199512;719;VANT. ART.5 MP.925/95_- AT;1;524,3;1
1;57202;199512;731;6. DECIMO - MP 1160/95  ATIVO;1;109,21;1
1;57202;199512;727;4. DECIMO - MP 1160/95  ATIVO;1;285,46;1
1;57202;199512;70163;VALE TRANSPORTE;6;20,96;1
1;57202;199512;739;10.DECIMO - MP 1160/95  ATIVO;6;790,3;1
1;57202;199512;130;RENDIMENTO PASEP;5;55,42;1
1;57202;199512;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199512;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199512;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199512;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199512;13;ANUENIO - ART.244, LEI 8112/90;0;26,21;1
1;57202;199512;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199512;98002;CONT. PLANO SEGURIDADE SOCIAL;0;863,2;2
1;57202;199512;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;2
1;57202;199512;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1376,16;2
1;57202;199512;176;GRATIFICACAO NATALINA;0;5,24;1
1;57202;199512;99003;IRRF - 13  SAL./GRAT.NATALINA;0;1,4;2
1;57202;199512;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;1
1;57202;199512;220;FERIAS - ADICIONAL 1/3;9;2150,45;1
1;57202;199512;177;ADIANT.GRATIF.NATALINA/ATIVO;9;3225,68;1
1;57202;199512;99004;IRRF - FERIAS;0;61,85;2
1;57202;199512;99997;TOTAL BRUTO;0;14634,83;3
1;57202;199512;99998;TOTAL DESCONTO;0;4636,31;3
1;57202;199512;99999;TOTAL LIQUIDO;0;9998,52;3
1;57202;199601;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199601;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199601;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199601;30658;GEAP - PREVIDENCIA;1;155,71;2
1;57202;199601;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199601;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199601;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199601;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199601;719;VANT. ART.5 MP.925/95_- AT;1;524,3;1
1;57202;199601;731;6. DECIMO - MP 1160/95  ATIVO;1;109,21;1
1;57202;199601;727;4. DECIMO - MP 1160/95  ATIVO;1;285,46;1
1;57202;199601;8848;MS 9519869-0 17VF/DF AB PEC AT;1;2867,26;1
1;57202;199601;30065;ANPPREV - MENSALIDADE;9;143,36;2
1;57202;199601;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199601;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199601;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199601;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199601;13;ANUENIO - ART.244, LEI 8112/90;0;26,21;1
1;57202;199601;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199601;220;FERIAS - ADICIONAL 1/3;9;2150,45;1
1;57202;199601;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199601;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;2
1;57202;199601;99001;IMPOSTO DE RENDA RETIDO FONTE;0;995,10;2
1;57202;199601;99004;IRRF - FERIAS;0;724,8;2
1;57202;199601;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;1
1;57202;199601;99997;TOTAL BRUTO;0;13404,49;3
1;57202;199601;99998;TOTAL DESCONTO;0;4965,32;3
1;57202;199601;99999;TOTAL LIQUIDO;0;8439,17;3
1;57202;199602;192;GRAT.EST.FISC.ARREC.TRIB.FED/A;1;4194;1
1;57202;199602;13;ANUENIO - ART.244, LEI 8112/90;1;20,97;1
1;57202;199602;71;GRAT.PRODUTIVIDADE SUB-SUDICE;1;198,7;1
1;57202;199602;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199602;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199602;70163;VALE TRANSPORTE;1;20,96;2
1;57202;199602;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199602;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199602;719;VANT. ART.5 MP.925/95_- AT;1;524,3;1
1;57202;199602;731;6. DECIMO - MP 1160/95  ATIVO;1;109,21;1
1;57202;199602;727;4. DECIMO - MP 1160/95  ATIVO;1;285,46;1
1;57202;199602;31000;GEAP - PLANO SAUDE - PARTIC.;1;10,26;2
1;57202;199602;8848;MS 9519869-0 17VF/DF AB PEC AT;1;2867,26;1
1;57202;199602;30065;ANPPREV - MENSALIDADE;9;143,36;2
1;57202;199602;72203;DESCONTO CUSTAS JUDICIAIS;1;26,13;2
1;57202;199602;70163;VALE TRANSPORTE;6;20,96;1
1;57202;199602;25;OPCAO DAS - PESSOAL PERMANENTE;0;111,72;1
1;57202;199602;620;OPCAO - GADF/ATIVO-LD.13/92;0;314,31;1
1;57202;199602;15;REPRESENTACAO MENSAL;0;142,19;1
1;57202;199602;1;VENCIMENTO BASICO;0;524,3;1
1;57202;199602;13;ANUENIO - ART.244, LEI 8112/90;0;26,21;1
1;57202;199602;73359;REFEICAO/ALIMENTACAO;0;17,6;2
1;57202;199602;98002;CONT. PLANO SEGURIDADE SOCIAL;0;768,5;2
1;57202;199602;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;2
1;57202;199602;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1083,21;2
1;57202;199602;99004;IRRF - FERIAS;0;187,19;2
1;57202;199602;743;ADIANT.REMUN.MP1684-48/98 - AT;0;1935,41;1
1;57202;199602;99997;TOTAL BRUTO;0;11275,00;3
1;57202;199602;99998;TOTAL DESCONTO;0;4552,12;3
1;57202;199602;99999;TOTAL LIQUIDO;0;6722,88;3
1;57202;199603;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199603;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199603;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199603;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199603;70202;TELEFONEMAS/TELEX;1;14,64;2
1;57202;199603;18;ANUENIO-ART.244,LEI 8112/90 AP;1;26,21;1
1;57202;199603;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199603;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199603;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199603;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199603;720;VANT. ART.5 MP.925/95 - APO;1;524,3;1
1;57202;199603;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199603;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
1;57202;199603;18;ANUENIO-ART.244,LEI 8112/90 AP;7;1,57;1
1;57202;199603;98002;CONT. PLANO SEGURIDADE SOCIAL;6;179,8;1
1;57202;199603;71;GRAT.PRODUTIVIDADE SUB-SUDICE;7;59,6;2
1;57202;199603;804;INDENIZ.AO ERARIO 8.112 ART.46;1;620,55;2
1;57202;199603;13;ANUENIO - ART.244, LEI 8112/90;1;20,96;1
1;57202;199603;70163;VALE TRANSPORTE;1;20,96;1
1;57202;199603;5;PROVENTO BASICO;0;524,3;1
1;57202;199603;18;ANUENIO-ART.244,LEI 8112/90 AP;0;26,21;1
1;57202;199603;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1107,52;2
1;57202;199603;99997;TOTAL BRUTO;0;6481,21;3
1;57202;199603;99998;TOTAL DESCONTO;0;2161,81;3
1;57202;199603;99999;TOTAL LIQUIDO;0;4319,40;3
1;57202;199604;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199604;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199604;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199604;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199604;18;ANUENIO-ART.244,LEI 8112/90 AP;1;26,21;1
1;57202;199604;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199604;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199604;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199604;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199604;720;VANT. ART.5 MP.925/95 - APO;1;524,3;1
1;57202;199604;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199604;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
1;57202;199604;804;INDENIZ.AO ERARIO 8.112 ART.46;1;620,55;2
1;57202;199604;31000;GEAP - PLANO SAUDE - PARTIC.;1;199,87;2
1;57202;199604;70202;TELEFONEMAS/TELEX;1;34,09;2
1;57202;199604;70202;TELEFONEMAS/TELEX;2;5,15;2
1;57202;199604;5;PROVENTO BASICO;0;524,3;1
1;57202;199604;18;ANUENIO-ART.244,LEI 8112/90 AP;0;26,21;1
1;57202;199604;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;2
1;57202;199604;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1071,84;2
1;57202;199604;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;1
1;57202;199604;99997;TOTAL BRUTO;0;8135,29;3
1;57202;199604;99998;TOTAL DESCONTO;0;4168,37;3
1;57202;199604;99999;TOTAL LIQUIDO;0;3966,92;3
1;57202;199605;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199605;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199605;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199605;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199605;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199605;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199605;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199605;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199605;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199605;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
1;57202;199605;804;INDENIZ.AO ERARIO 8.112 ART.46;1;620,55;2
1;57202;199605;29;ADIC TEMPO SERVICO RM JURIDICO;1;26,21;1
1;57202;199605;5;PROVENTO BASICO;0;524,3;1
1;57202;199605;18;ANUENIO-ART.244,LEI 8112/90 AP;0;26,21;1
1;57202;199605;189;REPR.MENSAL DEC LEI 2333/87 AP;0;524,3;1
1;57202;199605;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;2
1;57202;199605;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1071,84;2
1;57202;199605;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;1
1;57202;199605;99997;TOTAL BRUTO;0;8135,29;3
1;57202;199605;99998;TOTAL DESCONTO;0;3929,26;3
1;57202;199605;99999;TOTAL LIQUIDO;0;4206,03;3
1;57202;199606;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199606;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199606;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199606;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199606;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199606;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199606;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199606;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199606;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199606;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
1;57202;199606;804;INDENIZ.AO ERARIO 8.112 ART.46;1;620,55;2
1;57202;199606;29;ADIC TEMPO SERVICO RM JURIDICO;1;26,21;1
1;57202;199606;5;PROVENTO BASICO;0;524,3;1
1;57202;199606;18;ANUENIO-ART.244,LEI 8112/90 AP;0;26,21;1
1;57202;199606;189;REPR.MENSAL DEC LEI 2333/87 AP;0;524,3;1
1;57202;199606;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;2
1;57202;199606;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1071,84;2
1;57202;199606;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;1
1;57202;199606;99997;TOTAL BRUTO;0;8135,29;3
1;57202;199606;99998;TOTAL DESCONTO;0;3929,26;3
1;57202;199606;99999;TOTAL LIQUIDO;0;4206,03;3
1;57202;199607;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199607;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199607;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199607;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199607;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199607;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199607;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199607;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199607;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199607;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
1;57202;199607;804;INDENIZ.AO ERARIO 8.112 ART.46;1;620,55;2
1;57202;199607;29;ADIC TEMPO SERVICO RM JURIDICO;1;26,21;1
1;57202;199607;31000;GEAP - PLANO SAUDE - PARTIC.;1;8,79;2
1;57202;199607;5;PROVENTO BASICO;0;524,3;1
1;57202;199607;18;ANUENIO-ART.244,LEI 8112/90 AP;0;26,21;1
1;57202;199607;189;REPR.MENSAL DEC LEI 2333/87 AP;0;524,3;1
1;57202;199607;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;2
1;57202;199607;99001;IMPOSTO DE RENDA RETIDO FONTE;0;1071,84;2
1;57202;199607;744;ADIANT.REMUN.MP1684-48/98 -APO;0;1877,37;1
1;57202;199607;99997;TOTAL BRUTO;0;8135,29;3
1;57202;199607;99998;TOTAL DESCONTO;0;3938,05;3
1;57202;199607;99999;TOTAL LIQUIDO;0;4197,24;3
1;57202;199608;30658;GEAP - PREVIDENCIA;1;155,62;2
1;57202;199608;30657;GEAP PLANO SAUDE - MENSALIDADE;1;120;2
1;57202;199608;30065;ANPPREV - MENSALIDADE;1;41,94;2
1;57202;199608;30065;ANPPREV - MENSALIDADE;2;41,94;2
1;57202;199608;173;OPCAO FUNCAO - APOSENTADO;1;111,73;1
1;57202;199608;174;REPRESENTACAO MENSAL - APOSENT;1;142,19;1
1;57202;199608;621;OPCAO  GADF - L.D. 13/92 AP;1;314,31;1
1;57202;199608;197;GRAT.EST.F.A.TRIB.FED.APOS-AGR;1;4194;1
1;57202;199608;728;4. DECIMO - MP 1160/95  APOS.;1;285,46;1
1;57202;199608;732;6. DECIMO - MP 1160/95  APOS.;1;109,21;1
